; El Archivo Poi Ascii ha sido creado Encendio 16/06/2016 por PoiEdit, ©2002-2008 por Dnote Software (http://www.dnote.nl). Todos Los Derechos Reservados.

-0.31997, 39.20712, "Camcar  Tienda de accesorios para camper"
-1.81701, 43.33212, "Caravanas Evasion"
-0.44947, 38.38519, "Caravanas Ferrero  Tienda de Autocaravanas, caravanas y accesorios"
-2.02549, 43.21823, "Caravanas Itsasmendi  Tienda"
-2.11461, 43.09528, "Caravanas Tolosa  Venta, taller y tienda"
1.05787, 41.07481, "Caravaning Cambrills  gratuito: no"
1.09921, 41.09205, "Carvisa  Tienda de accesorios; alquiler ac y cv"
-1.88232, 43.29429, "Ciclos y caravanas Oiartzun  Tienda"
-2.77825, 42.82059, "Gorbea Centro Caravaning S.L.  Gratuito: depende"
-0.86983, 41.69051, "Orly caravaning  Gratuito: No"
6.98489, 51.57309, "PIEPER - Accesorios camping"
-4.70149, 41.65087, "Talleres Hnos. Ramirez  Taller de automoviles y tienda de accesorios para ac"
-3.69886, 40.39964, "Tienda Camper Roulot  Tienda Camper"
3.09119, 42.18399, "Tienda Camping-Shop XXL  Tienda productos para camping"
2.58601, 41.58825, "Totcamping Canet  Tienda de accesorios camper"
-2.95428, 43.26483, "www.nopares.com  Importador de furgos camper"
-3.11229, 43.32308, "www.planetacamper.com  (Venta de campers y autocaravanas)"
