; El Archivo Poi Ascii ha sido creado Encendio 16/06/2016 por PoiEdit, ©2002-2008 por Dnote Software (http://www.dnote.nl). Todos Los Derechos Reservados.

25.74770, 66.49848, "Camping Municipal de Rovaniemi (Finlandia)  Gratuito: no Agua: Si WC: si"
-0.15462, 42.56768, "camping oto  Gratuito: No, Pernocta: Si Agua: Si WC:si"
-9.06219, 42.76062, "A Vouga   (22eur/dia;playa,restaurante, wifi..)"
12.54720, 54.96620, "Acantilados Isla de Mon  Agua: Si, WC: Si, Luz: Si, Gratuito: No"
-5.17039, 33.44911, "Amazigh (Azrou)  (Tarifa:5eur/dia;Wc,duchas...)"
-1.68833, 41.82162, "Area de acampada Veruela del Moncayo  Gratuito: no Agua: Si WC: si"
18.19318, 42.62451, "Autocamp Matkovica (Dubrovnik)  (Tarifa:10eur/dia(furgo+2pax);autobus a Dubrovnik)"
17.07310, 42.96772, "Autocamp Oskorusica  Tarifa:14eur(furgo+2pax);playa, nevera comun"
15.87775, 45.77399, "Autocamp Plitvice (Zagreb)  (Tarifa:20eur/dia(furgo+2pax);restaurante, tienda)"
15.91107, 43.82621, "Autocamp Skorici (Skradin)  (Tarifa:20eur/dia;duchas,lavanderia...)"
14.42903, 50.11709, "Autocamping Hajek (Praga)  (Tarifa:12 eur/dia (furgo+2 pax); bar, wifi)"
14.42773, 50.11721, "Autocamping Trojska (Praga)  Tarifa:8eur/dia(furgo+2pax);tranvia al centro de Praga"
15.95170, 43.65085, "AutoKamp Jasenovo  (Tarifa:15eur/dia;playa,bar,...)"
16.22450, 43.51899, "AutoKamp Seget  (Tarifa:16eur/dia;playa,lavanderia...)"
19.67299, 41.67102, "Autokamp Univers   (Precio:15eur/dia(furgo+2pax);piscina, restaurante, bar..)"
17.28490, 43.00342, "Autokamp Vrila (Trpanj)  (Tarifa:17eur/dia(furgo+2pax);playa, wifi)"
9.46987, 42.62843, "Bastia-Camping San Damiano  Agua: Si, Wc: Si, Gratuito: No"
12.51186, 55.70095, "Bellahoj Camping (Copenhague)  (Tarifa:25eur/dia(furgo+2pax);autobus al centro)"
1.24182, 38.96354, "Cala Bassa  (Tarifa:23eur(furgo+2pax))"
2.90817, 41.70997, "Cala llevadó  Gratuito: No, Pernocta: Si Agua: Si WC:si"
